( B04___13_John________ESSWYIN1DA_00001 "John" )
( B04___13_John________ESSWYIN1DA_00002 "Ataasiightekaq aghneq Passover-em Neqenghaghqelleghqaanun." )
( B04___13_John________ESSWYIN1DA_00003 "Jesus-em liisimakegkanga qantaghaqun Atamun aglalleghqani unilluku una nuna." )
( B04___13_John________ESSWYIN1DA_00004 "Quunpeng piniqegkaqii tamaakut ellmi pini nunamelnguut, piniqegkaqii kenlemun." )
( B04___13_John________ESSWYIN1DA_00005 "Tawani ighivgaghmi Jesus-enkut maligsaaghtekullghiit qerngughutkat neghnaluteng." )
( B04___13_John________ESSWYIN1DA_00006 "Tughneghaam apeghiiqaa sumeghtaghaatkesqelleq Judas Iscariot-mun uveghpagutesqelluku Jesus." )
( B04___13_John________ESSWYIN1DA_00007 "(Judas ighneqegkanga Simon-em.)" )
( B04___13_John________ESSWYIN1DA_00008 "Jesus-em liisimakegkanga Atam tuunegkaqegkanga aghtughyaghqaanghilleghmeng samun tamaghhaanun." )
( B04___13_John________ESSWYIN1DA_00009 "Liisimakegkangallu Kiyaghneghmeng pingutni, aglalleghqanillu Kiyaghneghmun." )
( B04___13_John________ESSWYIN1DA_00010 "Neghuutnguluteng tawani Jesus nekevluni, qaasliit aatkani mataghqughluki, veglluk qukamikun qillghutkaa." )
( B04___13_John________ESSWYIN1DA_00011 "Taagken aghmigusik meghmeng imighlukek maligsaaghtemi itegiit ughvughtuqii, qukaminilngughmeng vegllugmeng sangigtaqluki." )
( B04___13_John________ESSWYIN1DA_00012 "Jesus-em kaatkaa Simon Peter, Peter-em aaptekaa, “Ataneq, iteganka ughvughnaqsikii?”" )
( B04___13_John________ESSWYIN1DA_00013 "Jesus-em kiimsiqaa, “Liigiknaanghitan saaqutka maaten iwernga taakwaningani liigikellequten.”" )
( B04___13_John________ESSWYIN1DA_00014 "Peter-em pikaa, “Iteganka ughvughnaanghitngwaaghaten.” Jesus-em pikaa, “Ughvunghilkumki itegaghten, maligsaaghteknanighlleqamken.”" )
( B04___13_John________ESSWYIN1DA_00015 "Simon Peter-em pikaa, “Ataneq, naqam iteganka ughvuneghmeng taaqegkufki iiggenkallu naasquqallu pinaketen.”" )
( B04___13_John________ESSWYIN1DA_00016 "Jesus-em pikaa, “Yuuk ughvughqenneghmini iqangiitaqaa, itegaghhiinii ughvughyaghqaawaqut qagani igleghlluni iteneghmini." )
( B04___13_John________ESSWYIN1DA_00017 "Qamagllusi iqangitusi, iwerngaqun kina ataasiq.”" )
( B04___13_John________ESSWYIN1DA_00018 "Jesus-em liisimakegkanga kinangutanga uveghpagutiyaghqaq ellmineng." )
( B04___13_John________ESSWYIN1DA_00019 "Tamaaken apalluqluku whaten pikaalghii, “Qamagllusi iqangitusi, iwerngaqun kina ataasiq.”" )
