( B05___04_Acts________ESSWYIN1DA_00001 "Acts" )
( B05___04_Acts________ESSWYIN1DA_00002 "Peter-enkuk John-enkuk paninang ungipaamalukek Solomon-em Porch- ngani, priest-etlu umiilgatlu Temple-em kelengakistengita, Sadducees-etlu tagilaghaatkat." )
( B05___04_Acts________ESSWYIN1DA_00003 "Piyukumangilkangat apostle-ek apeghtuusaak yugnun Jesus unguvaqaaniluku tuqulleghmeng, taam ipapighqegkanga tuqukat unguvaghyaghqaaniluki unguvalleghmun." )
( B05___04_Acts________ESSWYIN1DA_00004 "Tamaaken apalluqluku apostle-ek tugulukek anusimingllaqagket." )
( B05___04_Acts________ESSWYIN1DA_00005 "Siingenllu unugnaqegkanga unaaqusitkagket nanqigtegpenakek." )
( B05___04_Acts________ESSWYIN1DA_00006 "Iwernga tamaana ilanga uglapiglleghhii nagatkaq Peter- enkugneng John-enkugneng ugpeghtuutkaq." )
( B05___04_Acts________ESSWYIN1DA_00007 "Enkaangam yuggiinaat ugpeqat entaqun" )
( B05___04_Acts________ESSWYIN1DA_00008 ",-ngughtekat, aghnatlu taghnughhaatlu ugpeqat ilategpenaki." )
( B05___04_Acts________ESSWYIN1DA_00009 "Unaamingani Jerusalem-emi qerngughutkat Jews-et igleghutistengit, siivanlleghet, apeghtughikayugetlu Liilightuusaneng," )
( B05___04_Acts________ESSWYIN1DA_00010 "High Priest-a Annas, Caiaphas, John, Alexander, ilangillu high priest-em ilakwaaghi." )
( B05___04_Acts________ESSWYIN1DA_00011 "Taagken apostle-ek tagiteslukek aaptekagket, “Kitum aghtughyaghqaanghillghakun yuuk piyugtesagutestegnegu?" )
( B05___04_Acts________ESSWYIN1DA_00012 "Kitum aatgha atuqluku tawaten pistek?”" )
( B05___04_Acts________ESSWYIN1DA_00013 "Peter-em kiimsiqii Agleghnalghiim Taghnegham aghtughyaghqaanghillghakun, “Igleghutistenillu siivanlleghnillu," )
( B05___04_Acts________ESSWYIN1DA_00014 "aaptaghpesikung aneghneghtillemtegneng, naten naallghusimatanga piyugigalnguq yuuk." )
( B05___04_Acts________ESSWYIN1DA_00015 "Enkaangam liigikesugamsi qamagllusi, ilangillu Israel-eghmiit qamaglluki naten una yuuk naallghutkaatanga." )
( B05___04_Acts________ESSWYIN1DA_00016 "Naallghutkaaguq Aatghakun Jesus Christ-am Nazareth-eghmiim." )
( B05___04_Acts________ESSWYIN1DA_00017 "Ellngan aghtughyaghqaanghillghan naallghutkaqaa, elpesi qaquuraqaghpesi, Kiyaghneghem unguvaghtestekaan tuqulleghmeng." )
( B05___04_Acts________ESSWYIN1DA_00018 "Enkaam una yuuk piyugigasalghii whaa maaten nekevghaaq sivugpesini." )
( B05___04_Acts________ESSWYIN1DA_00019 "Jesus-nguuq ukut Akuzitet Igaqegkat pikaat, ‘Uyghak ighsakegkaghsi elpesi mangteghangllaghteni, piyalghiimi megnunalleghpigaaftuq uyghak.’" )
( B05___04_Acts________ESSWYIN1DA_00020 "Enkaam Kiyaghneghem kayagtekaqaa nunamun, ellnginaghhaaguq yugulighiyaghqaq." )
( B05___04_Acts________ESSWYIN1DA_00021 "Alla naten yuuk yugulillengnaanghituq iwerngaqun aataghakun Jesus-em.”" )
( B05___04_Acts________ESSWYIN1DA_00022 "Jews-et agghistengita saghiighayagutkagket Peter-enkuk John-enkuk tetunghitellghegkeneng, qayughllak liisimakegkegket igaghyaamangilnguuk." )
( B05___04_Acts________ESSWYIN1DA_00023 "Liigiksaqmegtekek Jesus-metkaatmegneng tawaten akuzinguftuk." )
( B05___04_Acts________ESSWYIN1DA_00024 "Enkaam aaghtiiraaghpagningitkagket, qayughllak esghaqaat yuuk naallghutngwaaghluni nekevghalghii Peter-enkugni John-enkugni." )
( B05___04_Acts________ESSWYIN1DA_00025 "Agghivigmeng agghistet aanestekiit Peter-enkut John-enkut naallghutkaqlu yuuk, enkaam ellngit agghitnginaamaghmeng pikat." )
( B05___04_Acts________ESSWYIN1DA_00026 "Aapqughaaghutkat ellmeggneng, “Naten pinaqestekek yugek?" )
( B05___04_Acts________ESSWYIN1DA_00027 "Seghleghhalek ipanguninaqaghput allaaghlluwhaghtillghak, qayughllak Jerusalem-eghmiit qamaglluteng liisimakaat." )
( B05___04_Acts________ESSWYIN1DA_00028 "Taawanginaq ineghsaqumtekek allallu akuzitkefqaan Jesus pisqelluku kitumun alngunak wata kinkut alngunak nagaqughnayukatgu.”" )
( B05___04_Acts________ESSWYIN1DA_00029 "Enkaam iteghteslukek ineghtengngwaaqagket, “Allamengllu akuzitkefqaan, apeghtuusaqefqaan Jesus pinakesek.”" )
( B05___04_Acts________ESSWYIN1DA_00030 "Iwernga Peter-enkuk John-enkuk kiimsiqiit, “Qaatkellamsii Kiyaghneq avelghaghluku?" )
( B05___04_Acts________ESSWYIN1DA_00031 "Naliq efqughnaghta Kiyaghneghmi?" )
( B05___04_Acts________ESSWYIN1DA_00032 "Ataasiighteki umyugasi." )
( B05___04_Acts________ESSWYIN1DA_00033 "Whangkutung akuzitkenneghmeng taaqnaanghitaghpung esghaqaghpungllu nagaquqaghpungllu.”" )
( B05___04_Acts________ESSWYIN1DA_00034 "Agghistet aghyuughpagningitkagket, qayughllak qamaglluteng yuget usuqegkangat Kiyaghneq allaaghlluwhaghtilleghmun." )
( B05___04_Acts________ESSWYIN1DA_00035 "Enkaam temngi alingsequlukek aanestekagket." )
( B05___04_Acts________ESSWYIN1DA_00036 "Taana yuuk" )
( B05___04_Acts________ESSWYIN1DA_00037 "ayumiqulleq siipngaan uksughtutkalghii, piyugpagningisalghii iwernga maaten naallghullghii." )
( B05___04_Acts________ESSWYIN1DA_00038 "Peter- enkuk John-enkuk aanesistek aglaqak ugpeqaalgutmegnun." )
( B05___04_Acts________ESSWYIN1DA_00039 "Ungipaqak chief priest- etlu siivanlleghetlu pillghitneng." )
( B05___04_Acts________ESSWYIN1DA_00040 "Nagallukek ataasiighlluteng yughaqat Kiyaghneghmun, “Ataneq, ulimakaqaten qilak, nuna, meq, sangwaallu alngunak taakunilnguq, igleghutngwaatenllu qamaglluki." )
( B05___04_Acts________ESSWYIN1DA_00041 "Ayumirugllak Agleghnalghiignekun Taghneghagnekun akuzikaaguten sivunemteggun David-kun qepghaghtegpegun whaten, ‘Sangan Gentile-et temngi sakrituteghllagtatkek Atanghenkuk Christ-akullghiik, sanganllu yuget seghletun piyupigtatkek pipagningiteghngaaghmegtekek?" )
( B05___04_Acts________ESSWYIN1DA_00042 "Nunam umiilgillu igleghutistetlu qerngughulluteng yataaghqutut pilluwaghnalukek Atanghenkuk Christ-akullghiik!’" )
( B05___04_Acts________ESSWYIN1DA_00043 "“Ipapestaaq maani Jerusalem-emi tawaten pikaagut." )
( B05___04_Acts________ESSWYIN1DA_00044 "Herod-enkuk Pontius Pilate-enkuk ilatkaaguk Gentile-enunllu Israel-eghmiinunllu kipullginaaghnaluku, Jesus Seghleghqumangilnguq Qepghaghten, nakmikegkan Christ-anguluku." )
( B05___04_Acts________ESSWYIN1DA_00045 "Ataneq liisimakngwaaqenllu yataaghqegkaqegkenllu tawaten pilleghqaa enkaam tawaten pikaagut." )
( B05___04_Acts________ESSWYIN1DA_00046 "Nagataqaten maaten whaa alingsiqukanginkut ikfiqesleqniluta." )
( B05___04_Acts________ESSWYIN1DA_00047 "Ataneq, iknaqughsaqaghtikut enkaam tetugpenaamta ungipaalta ungipaghpeneng," )
( B05___04_Acts________ESSWYIN1DA_00048 "whangkutgun naallghutiki qinuyuget, allaaghlluwhaghtistikutlu aatghakun Jesus-em, Seghleghqumangilngughqun Qepghaghtegpegun.”" )
( B05___04_Acts________ESSWYIN1DA_00049 "Yughaneghmeng taaqaqutlu qerngughutfigat mangteghaq ufsugutkaq." )
( B05___04_Acts________ESSWYIN1DA_00050 "Agleghnalghiim Taghnegham imiqii qamaglluki, enkaam tetugpenateng ungipaghyagutkat Kiyaghneghem ungipaaneng." )
( B05___04_Acts________ESSWYIN1DA_00051 "Apostle-et aghtughyaghqaanghillelighllagluteng ungipaqegkaat Ataneq Jesus unguvaqaaniluku tuqulleghmeng." )
( B05___04_Acts________ESSWYIN1DA_00052 "Kiyaghneghem quyasteghllagukangillu qamaglluki ugpeqat." )
( B05___04_Acts________ESSWYIN1DA_00053 "Ugpeqat ataasistun lliiqat ilumegteggunllu unguvasimegteggunllu." )
( B05___04_Acts________ESSWYIN1DA_00054 "Enkaam kina alngunak pingigalnguq saghyateng ellnginaghmeggnun pikniluki, atunem atuqaqegkangit." )
( B05___04_Acts________ESSWYIN1DA_00055 "Nunalget, mangteghalget akikneghmegteki nunatengllu mangteghatengllu, allgeghtateng manit apostle-enun tuunaqegkangit." )
( B05___04_Acts________ESSWYIN1DA_00056 "Enkaam ugpeqat sameng aklunghata manilitaqegkangit, tawaten kina alngunak aklumangilnguq." )
( B05___04_Acts________ESSWYIN1DA_00057 "Joseph tawanlenguq, Cyprus-eghmii, Levi-em kingungha, ellnganllu akikluku nunani tuunegkaa allgeghtani apostle-enun." )
( B05___04_Acts________ESSWYIN1DA_00058 "Apostle-et atiqaat Barnabas-meng whaten pisimeng, “Kayemesta.”" )
